waterid,origWaterid,demtarea,rchname,station_id,station_name,staid,huc2,Obs,predict,Obsyield,predictYield,Resids,standardResids,leverage,leverageCrit,CooksD,CooksDpvalue,boot_resid,weight,tiarea,pResids,ratio.obs.pred,pratio.obs.pred,xlat,xlon,urban_Jgradient,crops_Jgradient,pasture_Jgradient,forest_Jgradient,barren_Jgradient,huc2,huc4
90282,90282,1777.11,GRAND R,4212100,Grand River near Painesville OH,26,4,1220025.039,1389357.48777197,686.521959248443,781.807253221223,-0.129970018959193,-0.225214942795043,0.0030474677423719,0.0211864406779661,3.10090910662004e-05,0.999999999999865,-0.130168512471642,1,1777.11,-0.12998432407394,0.878121757530155,0.8781091959875,41.7188,-81.22775,-0.00011056153770775,-0.00030241228614609,-0.000107659463383505,-0.000467836782897008,0,4,411
65169,65169,1147.25,CATTARAUGUS CR,4213500,CATTARAUGUS CREEK AT GOWANDA NY,27,4,1116475.362,751351.417203895,973.175299193724,654.915159907514,0.396058529182552,0.686542860207999,0.00375546696411825,0.0211864406779661,0.000355355711788097,0.999999999796507,0.396804322804769,1,1147.25,0.396037548347591,1.48595628681302,1.48592511053646,42.46389,-78.93517,-6.63369226246501e-05,-0.000263492341437832,-0.000202605811730554,-0.000925475600378507,-6.07875135399065e-08,4,412
90285,90285,372.37,BUFFALO CR,4214500,BUFFALO CREEK AT GARDENVILLE NY,28,4,342029.5203,285567.834424263,918.520612025673,766.892699262194,0.180417450446301,0.313328490965437,0.00747871523493718,0.0211864406779661,0.000147950670540771,0.999999999985307,0.181095903663338,1,372.37,0.180402191657238,1.19771724637535,1.19769897079996,42.85478,-78.75503,-0.000115641128637709,-0.000252974921578617,-0.000386967262875865,-0.000411092682161316,0,4,412
90294,90294,501.27,HONEOYE CR,4229500,HONEOYE CREEK AT HONEOYE FALLS NY,29,4,112268.9,218867.276000506,223.968918945877,436.625523172155,-0.667568613822972,-1.16126785923021,0.0107420979511129,0.0211864406779661,0.00292869663339228,0.99999988674745,-0.671183305783967,1,501.27,-0.667591502006566,0.51295425269395,0.512942512237198,42.95681,-77.58903,-8.33706142057092e-05,-0.000170666544429453,-0.000470775446821554,-0.000643301173786135,-3.05768516902542e-08,4,413
91469,91469,6077.05,ST LOUIS R,SL 500,ST LOUIS RIVER AT COUNTY RD 31,30,4,1823973.819,2169954.23765867,300.141321693914,357.073619216341,-0.173688540762736,-0.312586687923464,0.0757618398694573,0.0211864406779661,0.0016019080008341,0.999999981411488,-0.180667160360064,1,6077.05,-0.17372191936381,0.840558656650763,0.840530600446924,46.86972,-92.60278,-6.64997425258599e-05,-2.39306050981689e-05,-4.17030847596564e-05,-0.00162554135274253,-5.81364821888694e-05,4,401
91467,91467,8431.5,ST LOUIS R,LSSL-52-BC15E53,ST LOUIS R BRIDGE ON US2 2 MI SE OF BROOKSTON,31,4,2483704.478,2209393.68123853,294.574450335053,262.040405768668,0.11703306127697,0.202812536354531,0.0031953431453276,0.0211864406779661,2.63710264053925e-05,0.999999999999917,0.117220490968467,1,2354.45,-0.0284900100120922,1.12415659512871,0.971912003486801,46.84944,-92.57583,1.01611317988551e-05,0,-3.92555263402492e-07,-0.000980520040211614,0,4,401
91465,91465,8732.91,ST LOUIS R,SL 303,ST LOUIS R AT SCANLON HYDO DAM,32,4,2395905.275,2565071.30084556,274.353597483542,293.724692095254,-0.0682251310063755,-0.118042111981825,6.13702625901782e-06,0.0211864406779661,1.71026963408801e-08,1,-0.0682253403570494,1,301.41,-0.0958254193974888,0.934050166250818,0.908622630109056,46.70969,-92.42009,4.91677102874942e-06,0,2.36479074338851e-09,-1.69966090258477e-06,0,4,401
65143,65143,8735.62,ST LOUIS R,4024000,ST LOUIS RIVER AT SCANLON MN,33,4,2388795.473,2399033.61387892,273.454600016942,274.626599357449,-0.00427674267323042,-0.00739953419887184,6.53971779555977e-09,0.0211864406779661,7.16139732736273e-14,1,-0.00427674268721476,1,2.71,-0.0999827286961796,0.99573238956733,0.904853045892871,46.70322,-92.41775,-1.62819901209826e-07,0,0,0,0,4,401
91464,91464,8936.15,ST LOUIS R,SL 261,ST LOUIS RNTHOMSON RESERVIOR,34,4,2350435.229,2462992.11091867,263.025489612417,275.621169174496,-0.0467764012580414,-0.0809318594338322,6.68652219490708e-06,0.0211864406779661,8.75935700465854e-09,1,-0.0467765576445483,1,200.53,-0.143890010572006,0.954300754184435,0.865982991795127,46.66417,-92.40486,5.07959092995925e-06,0,-3.92555263402492e-07,-1.69966090258477e-06,0,4,401
91462,91462,9068.09,ST LOUIS R,SL 191,ST LOUIS RIVER AT SH23 BRIDGE,35,4,2473428.741,2394934.9202757,272.761820956784,264.105773131465,0.032249284964367,0.055797346767549,1.01224784767316e-05,0.0211864406779661,6.30301513856827e-09,1,0.0322494481869526,1,131.94,-0.109148191231922,1.03277492847917,0.896597539758866,46.65882,-92.28416,5.07861596049092e-06,0,-3.94920054145881e-07,5.33345400094221e-05,0,4,401
91463,91463,9153.58,ST LOUIS R,163001,ST LOUIS RIVER AT OLIVER,36,4,2537362.19,2498921.93848661,277.198887211342,272.999409901548,0.0152656192687637,0.0264122674912992,0,0.0211864406779661,0,1,0.0152656192687637,1,85.49,-0.0928276424499863,1.01538273401876,0.911350564910687,46.65669,-92.20044,0,0,0,0,0,4,401
65146,65146,3487.42,ONTONAGON R,4040000,ONTONAGON RIVER NEAR ROCKLAND MI,37,4,711812.4159,758393.451928532,204.108600598723,217.465476463555,-0.0633879009575864,-0.111097149430091,0.0254829759774701,0.0211864406779661,6.45500438755733e-05,0.999999999998779,-0.0642113285276781,1,3487.42,-0.0634556118340512,0.938579327247512,0.938515777370166,46.7207,-89.20752,-0.000137752461209791,-9.31132285349604e-05,0,-0.00325106222764287,-5.10670042211305e-06,4,402
65685,65685,3777.68,MANISTIQUE R,4057005,MANISTIQUE RIVER AT MANISTIQUE MI,38,4,946083.4383,517788.392934779,250.440333299803,137.065180993302,0.602764115375672,1.05433190507201,0.0215861279891943,0.0211864406779661,0.00490497546840918,0.999999470350065,0.609377042355096,1,3777.68,0.602707848591004,1.82716231419882,1.82705950854264,45.95164,-86.24847,-0.000194253891838006,-6.28496918018704e-05,1.23181949823107e-05,-0.00283995930656045,-3.25963886611733e-06,4,406
90585,90585,1215.88,WOLF R,343033,Wolf R at Langlade,39,4,232897.271,298366.296699076,191.546263611541,245.391236552189,-0.247724455885397,-0.432825767815498,0.0193950737918925,0.0211864406779661,0.000741060350551251,0.999999998156085,-0.250162292327167,1,1215.88,-0.247777861647116,0.780574996494641,0.780533310405523,45.18998,-88.73365,-0.000181816206330618,-0.000160004121800112,2.36479074338851e-09,-0.00255440603600511,0,4,403
90221,90221,1269.81,WOLF R,4075050,WOLF RIVER AT HIGHWAY M NEAR LANGLADE WI,40,4,208323.9507,260414.489479929,164.059151132847,205.081460596411,-0.223180228536368,-0.386157431733101,8.0215009949191e-05,0.0211864406779661,2.39248525844146e-06,1,-0.223189180277046,1,53.93,-0.447496825521231,0.799970658760354,0.639226245457254,45.12632,-88.6635,4.91774599821774e-06,-3.86333711862339e-05,0,0.000106689557861044,0,4,403
91425,91425,2109.98,WOLF R,4077100,WOLF RIVER AT KESHENA WI,41,4,404848.0584,448685.798104597,191.872936425938,212.649313313205,-0.102811029006343,-0.17814594197668,0.00296577957893288,0.0211864406779661,1.88803773264341e-05,0.999999999999969,-0.102963826388141,1,840.17,-0.335564782668452,0.902297465420608,0.714934189866907,44.88332,-88.63483,-6.15819965276422e-05,-0.000101768778505572,-6.59563786238489e-05,-0.00110775911272017,0,4,403
90621,90621,5834.18,WOLF R,693035,Wolf R at New London,42,4,2847772.822,3529725.72697272,488.118779674264,605.008026316075,-0.214682947373191,-0.371950585308431,0.00274292572927892,0.0211864406779661,7.61039872730987e-05,0.999999999998,-0.214977984150085,1,3411.05,-0.26391733763198,0.806797196801578,0.76803702479195,44.3917,-88.74957,-3.40654332231816e-05,-0.000311352693629613,-0.000108056748228394,-0.000232208491624819,1.83094920300923e-10,4,403
90592,90592,2884.28,PESHTIGO R,383001,PESHTIGO RIVER AT PESHTIGO WI,43,4,614285.9425,1193557.38724863,212.97722221837,413.814673765596,-0.664233003642659,-1.15214955664761,0.00503980258510941,0.0211864406779661,0.00134479327066824,0.999999988995969,-0.665913158658236,1,2884.28,-0.664261613872151,0.514668124937035,0.514653400374505,45.05381,-87.74706,-0.000110560562738282,-0.000267964261188707,-4.2102734395289e-05,-0.00111115843452534,-3.05768516902542e-08,4,403
65752,65752,6296.47,TITTABABASSEE R,4156100,TITTABAWASSEE RIVER NR MIDLAND MI,44,4,3792583.759,4435229.63621123,602.334920836596,704.399391438572,-0.156531875168806,-0.271337525380545,0.00374990329518857,0.0211864406779661,5.54244518844578e-05,0.999999999999227,-0.1568261928724,1,6296.47,-0.156542365586287,0.855104260675846,0.855095290322213,43.56864,-84.1936,-0.000132348205446881,-0.000315680468614918,-9.53389036104511e-05,-0.000462737800189254,-4.15295898226554e-06,4,408
91342,91342,1589.76,FLINT R,250098,FLINT R AT CARPENTER RD BR CITY OF FLINT,45,4,775491.5169,1468799.4732858,487.804144587862,923.912712161457,-0.638703617585824,-1.10822890237322,0.00568880780327711,0.0211864406779661,0.00140536092329001,0.999999987442905,-0.640528136853173,1,1589.76,-0.638713154328988,0.527976439946003,0.527971404794308,43.07639,-83.65417,-0.000115642103607178,-0.000287423804540558,-0.000280490194864054,-0.000178884190536497,-5.10670042211305e-06,4,408
65173,65173,4845.32,BLACK R,4260500,BLACK RIVER AT WATERTOWN NY,46,4,3387767.888,1248031.29503576,699.183518941989,257.574586412407,0.998603918624184,1.74062773546134,0.0147254755395907,0.0211864406779661,0.00905636399312559,0.999996697420114,1.00603858820362,1,4845.32,0.998554327559731,2.71448953361616,2.71435492252852,43.98543,-75.9251,-3.93068690848823e-05,-0.000164618470307442,-0.000346446573487903,-0.00231876750581182,-1.02134008442261e-05,4,415
90011,90011,1167.38,CONEMAUGH R,3040000,Stonycreek River at Ferndale PA,47,5,728851.6369,795578.952542467,624.348230139286,681.508122926954,-0.0875998964221605,-0.15300087475658,0.0186998206840512,0.0211864406779661,8.92181856517167e-05,0.999999999996778,-0.0884306166667123,1,1167.38,-0.0876227846057542,0.916127349235141,0.916106380984139,40.28592,-78.92025,-0.000115640153668241,-0.000101482204983547,-0.000255849075317946,-0.00121104934877605,-2.81751956206669e-05,5,501
90968,90968,489.07,TYGART VALLEY R,3050000,TYGART VALLEY RIVER NEAR DAILEY WV,48,5,238490.9,173791.047177008,487.641646390087,355.350046367612,0.316477455174855,0.551807470005085,0.0153249693185257,0.0211864406779661,0.000947789372928231,0.999999996144223,0.318930691942005,1,489.07,0.316425956761769,1.37228530395524,1.37221463525947,38.80901,-79.88223,-0.000105482921747259,-5.4192425822145e-05,-0.000172435811426403,-0.00260776105385673,-2.16559178884323e-05,5,502
90020,90020,585.93,DUNKARD CR,3072000,Dunkard Creek at Shannopin PA,49,5,199197.3642,210518.937929805,339.96785315652,359.290252982106,-0.0552795023528336,-0.0961432194973875,0.0103686425525507,0.0211864406779661,1.93693823752884e-05,0.999999999999967,-0.055568337122278,1,585.93,-0.0553281397429704,0.946220640094715,0.946174619511457,39.75916,-79.97028,-0.000177060305264142,-5.39084263137912e-05,-0.000214926371503608,-0.00232047740563551,-5.10651732719275e-06,5,502
90030,90030,1305.41,LITTLE BEAVER CR,3109500,Little Beaver Creek near East Liverpool OH,50,5,1199181.59,1055061.01120638,918.624485793735,808.221946519776,0.128040720003858,0.222013220742214,0.00431707046175607,0.0211864406779661,4.2742089137804e-05,0.999999999999646,0.128317998505774,1,1305.41,0.128026414889112,1.136599284082,1.13658302501511,40.67576,-80.54044,-0.00015494897269206,-0.000237841437202958,-0.00020260344693981,-0.000412792343063901,9.23347683077555e-07,5,503
91220,91220,1522.64,SHENANGO R,3103500,Shenango River at Sharpsville PA,51,5,1182325.686,1186533.41416203,776.497193033153,779.260635581641,-0.00355253935285305,-0.00615838683136998,0.00384622448304118,0.0211864406779661,2.92868166660572e-08,1,-0.00355939105600955,1,1522.64,-0.00356589079328273,0.996453763449214,0.996440459444964,41.26617,-80.47257,-0.000142671182177477,-0.000268106689945162,-0.000202605811730554,-0.000464437461091838,0,5,503
65106,65106,3925.07,LITTLE KANAWHA R,3155000,LITTLE KANAWHA RIVER AT PALESTINE WV,52,5,1390454.22,1153104.82699489,354.249534403208,293.779429919692,0.187172316852296,0.326950607915771,0.0189267046539616,0.0211864406779661,0.000412446711024106,0.999999999681868,0.188969141016658,1,3925.07,0.187109374347413,1.20583505284916,1.20575915695902,39.05893,-81.38931,-0.000149705586891423,-3.44497409664974e-05,-0.0001485798024071,-0.00307217803710637,-5.04554671873254e-06,5,503
91020,91020,173.2,HOCKING R,3.82E+12,HOCKING R DST LANCASTER  1ST US RT 33 BRIDGE,53,5,235187.5768,226193.131582014,1357.89593995381,1305.96496294465,0.038994196039468,0.0676603204939753,0.00570704845877826,0.0211864406779661,5.25527317837835e-06,1,0.0391059454703694,1,173.2,0.0389884739935695,1.03976444888082,1.03975849931794,39.68595,-82.57378,-0.000176897485362932,-0.000291892292273205,-9.49439835563052e-05,-0.000285573748397541,0,5,503
90048,90048,226.42,CLEAR CR,3157000,Clear Creek near Rockbridge OH,54,5,877074.1902,247932.258163124,3873.6604107411,1095.01041499481,1.26343602794921,2.19109324584284,0.00466949559510977,0.0211864406779661,0.00450458069887926,0.99999958938405,1.26639620337085,1,226.42,1.26342649120605,3.53755576905584,3.53752203245591,39.58835,-82.57849,-3.93078440543507e-05,-0.000389333295793471,-0.000107266908120103,-0.000516082579119776,0,5,503
91137,91137,1358.78,TUSCARAWAS R,601930,TUSCARAWAS R AT MASSILLON  WARMINGTON ST,55,5,2014277.105,1692126.30987827,1482.41592089963,1245.32765412964,0.174274464580142,0.303367804118454,0.0121043825099134,0.0211864406779661,0.000225528043429473,0.999999999947966,0.17533887984433,1,1358.78,0.17426969620856,1.1903822387496,1.1903765625783,40.75222,-81.52917,-0.000260268099568641,-0.000214055834874916,-0.000107659463383505,-0.000285563509476441,1.83094920300923e-10,5,504
90046,90046,1399.9,LICKING R,3146500,Licking River near Newark OH,56,5,2163203.425,1721058.27528472,1545.25567897707,1229.41515485729,0.228650812218957,0.39624582798525,0.00322161419407574,0.0211864406779661,0.000101492586112551,0.999999999995256,0.22902001688615,1,1399.9,0.228644136498742,1.25690306717949,1.25689467647428,40.05923,-82.33827,-8.35314841679824e-05,-0.000345944005348008,-0.000108056748228394,-0.000232218730545919,0,5,504
91054,91054,1757.44,LICKING R,1DILW0003,LICKING CK AT TOBOSO GAGING STA,57,5,3083053.401,2394505.5690367,1754.28657649763,1362.49634072099,0.252743703310149,0.437322693638887,0.000140031044305292,0.0211864406779661,5.35696946817837e-06,1,0.252761401151214,1,357.54,0.456872922365324,1.28755323890948,1.57912819962199,40.05694,-82.22,-3.23689863483008e-07,-4.75737786697562e-05,2.46411195461083e-05,-3.41979964736936e-06,0,5,504
90052,90052,664.39,REED CR,3167000,REED CREEK AT GRAHAMS FORGE VA,58,5,287540.9699,344220.179722974,432.789430756032,518.099579648962,-0.179916155873618,-0.315846356952981,0.028660380918566,0.0211864406779661,0.000588698046587346,0.999999999075285,-0.182551166205574,1,664.39,-0.179944766103111,0.83534024684843,0.835316347914142,36.93946,-80.88701,-0.000132835690181042,8.65383396149766e-06,-0.000726222507713124,-0.000930574583086262,-3.03937567699532e-08,5,505
90646,90646,196.83,FOX CR,9-FXC000.84,LOW WATER BRIDGE OFF RT 711APPROX 75 MI W FOX,59,5,66669.64663,65469.9103435905,338.716895950821,332.621604143629,0.018159123306237,0.0318821813608656,0.0288725726671944,0.0211864406779661,6.04415112373178e-06,1,0.0184270904523052,1,196.83,0.0181066712188347,1.01832500273963,1.01827159086837,36.61444,-81.30556,-8.33686642667726e-05,8.58004556959911e-10,-0.000655531818021011,-0.00232048764455661,1.90803216445592e-06,5,505
