waterid,origWaterid,demtarea,rchname,station_id,station_name,staid,huc2,Obs,predict,Obsyield,predictYield,Resids,standardResids,leverage,leverageCrit,CooksD,CooksDpvalue,boot_resid,weight,tiarea,pResids,ratio.obs.pred,pratio.obs.pred,xlat,xlon,point_Jgradient,ndep_Jgradient,MANC_N_Jgradient,FARM_N_Jgradient,Fixation_Jgradient,ldrainden_Jgradient,PPT30MEAN_Jgradient,meanTemp_Jgradient,tiles_perc_Jgradient,soil_CLAYAVE_Jgradient,rchdecay1_Jgradient,rchdecay2_Jgradient,iresload_Jgradient,huc2,huc4
90663,90663,794.51,CEDAR CR,LEJ090-0008,Cedar Cr,17,4,2502686.598,1613734.57201635,3149.97495059848,2031.10668464381,0.438813691260471,1.08196455512538,0.0138179764564415,0.0550847457627119,0.00126174061052174,1,0.441877235690058,1,794.51,0.438916688086643,1.55086632052067,1.55102606305585,41.21889,-85.07667,-0.0475950332703478,-0.455408477696405,-0.399555428593138,-2.99332536408803,-0.0379185919226499,0.749798057252293,23.8524420793169,-1.04879933884174,-0.43770473809655,-6.21581798213642,0,0.214972651170756,0.00632323942433046,4,410
90664,90664,798.44,CEDAR CR,LEJ090-0026,Cedar Cr,18,4,1524501.945,2509575.85147986,1909.35066504684,3143.09885712121,-0.49844599211672,-1.22047675814844,0,0.0550847457627119,0,1,-0.49844599211672,1,3.93,-0.0610432668969931,0.607473945886522,0.940782534154416,41.215,-85.05139,0,0,0,0,0,0,0,0,0,0,0,0,0,4,410
90668,90668,1291.59,ST MARYS R,LES040-0007,St Marys River,19,4,6100026.866,8157098.98376426,4722.8817705309,6315.54826513388,-0.290595413637556,-0.732639230231376,0.0567648381963696,0.0550847457627119,0.002484828443696,1,-0.299211833030165,1,1291.59,-0.290523888063825,0.74781817385585,0.747871663892711,40.77917,-84.84222,-0.000348374069530303,-0.227425138333052,-1.2371217911935,-2.53281376961295,-0.0252175370145061,1.14284265474078,52.622160045778,-0.857915967740015,-0.728273578535009,-9.31239470389661,0.0957421701661728,0,0,4,410
91114,91114,1784.87,ST MARYS R,171420,ST MARYS RIVER NEAR FT WAYNE AT MI PT 1083,20,4,8290047.476,8546707.75863382,4644.62256410831,4788.42030995749,-0.0304904552945917,-0.0747611214292193,0.00276155063462897,0.0550847457627119,1.1905900756839e-06,1,-0.0305326431607586,1,493.28,-0.246094283724768,0.969969690097974,0.781848505860941,40.988,-85.09897,2.09863897307411e-06,-0.0763665804746509,-0.24741890355708,-0.970546459625857,-0.0125164821063622,0.270661954487291,-5.26701843962681,-0.00627955600532838,-0.191257546455361,-3.09657672176018,0,0,0,4,410
90670,90670,1853.7,ST MARYS R,LES060-0005,ST Marys River,21,4,7518948.245,8445154.09887209,4056.18398068727,4555.83648857533,-0.116166530300394,-0.285009569811206,0.00398481213820506,0.0550847457627119,2.49986999393853e-05,1,-0.116398675221661,1,68.83,-0.358240543056741,0.89032694453784,0.698904938055077,40.99111,-85.11694,0,-0.0921165400840768,-0.150325570738543,-0.279789220285247,-0.0153212103743998,0.328887689758168,-5.43823568920041,-0.00631738465596289,-0.0402216505973197,-3.76272301036106,0,0,0,4,410
90669,90669,2058.43,ST MARYS R,LES060-0004,ST Marys River,22,4,7189170.009,7777407.00709974,3492.55015181473,3778.31988802133,-0.0786472648482537,-0.192572838433109,1.39244816442563e-08,0.0550847457627119,3.97215104157166e-11,1,-0.0786472653958149,1,204.73,-0.426828035722277,0.924365923300303,0.652575762299185,41.08389,-85.13583,2.09863897307411e-06,-0.000554858509160592,0,-0.00168529375403139,0,-1.19339486105507e-05,0,0,-0.00024229030733226,0,0,0,0,4,410
90265,90265,928.4,BLANCHARD R,4189000,Blanchard River near Findlay OH,23,4,1795960.031,2916416.41426493,1934.46793515726,3141.33607740729,-0.484815892018828,-1.20295688127845,0.0261851713574179,0.0550847457627119,0.00299320047966601,1,-0.491290827260103,1,928.4,-0.48481016997293,0.615810561967594,0.615814085673976,41.05609,-83.68793,-0.105779798798828,-0.362185563115146,-0.247424358238699,-3.22189586757154,-0.0350221331958956,0.751791026670255,47.5294908785828,-0.851636411734686,-0.5958590064176,-9.31239470389661,0,0,0,4,410
91199,91199,479.22,CUYAHOGA R,502070,CUYAHOGA R AT SHALERSVILLE  DIAGONAL RDSR 303,24,4,207335.2977,317744.086801547,432.651595718042,663.044294481756,-0.426909021839045,-1.0508614968485,0.0105302624719013,0.0550847457627119,0.000904033008341727,1,-0.429174662996907,1,479.22,-0.426664881214045,0.652522914862283,0.652682241662826,41.23806,-81.30306,-0.153379029347122,-0.851306709024766,-0.343623123271717,-1.89324478995804,-0.0252175370145061,0.479148036713613,-100.15269493198,0,0.0662065562686223,0,0,0,0.0205737701697777,4,411
90281,90281,636.15,CHAGRIN R,4209000,Chagrin River at Willoughby OH,25,4,368619.3531,448673.38917266,579.453514265504,705.294960579517,-0.19653065652331,-0.486733511900039,0.0225356590653001,0.0550847457627119,0.000420153984085814,1,-0.198783275974489,1,636.15,-0.1963208481737,0.821576144240966,0.821748535859836,41.63136,-81.40274,-0.284883944677892,-1.09615306753701,-0.303356663560119,-1.48733265216477,0.00579402933785675,0.665699521393742,-105.590930621181,0,0.0657190564936284,-6.14768783292309,0,0,0,4,411
90282,90282,1777.11,GRAND R,4212100,Grand River near Painesville OH,26,4,1220025.039,1662007.67590861,686.521959248443,935.230613697866,-0.309154932594447,-0.764230422551049,0.0188700656924797,0.0550847457627119,0.000864076467852568,1,-0.312113760979878,1,1777.11,-0.308934633827358,0.734067030305992,0.734228762181742,41.7188,-81.22775,-0.0581826668895067,-0.850755193036745,-0.344523145738855,-2.01941846932613,-0.0405376355045577,0.874161735722842,-65.5939547162166,1.04251978283642,0.040224569757649,-6.21595451550158,0,0.212421344339006,0,4,411
65169,65169,1147.25,CATTARAUGUS CR,4213500,CATTARAUGUS CREEK AT GOWANDA NY,27,4,1116475.362,1009936.93384413,973.175299193724,880.311121241346,0.100288837715267,0.250458475768736,0.0387053171777703,0.0550847457627119,0.000194286312141915,1,0.102287915443782,1,1147.25,0.100697963997005,1.10549017922371,1.10594255684371,42.46389,-78.93517,-0.0585331395980101,-0.817035839781251,-1.14182850330924,-0.639548674910886,-0.0251246946714412,0.810004827992522,-147.508880545751,2.76466910297241,0.0254974058963087,3.11924126037624,0,0.00128721522931216,0,4,412
90285,90285,372.37,BUFFALO CR,4214500,BUFFALO CREEK AT GARDENVILLE NY,28,4,342029.5203,444838.025615203,918.520612025673,1194.61295382335,-0.262813178520984,-0.654810397748712,0.0342027736325687,0.0550847457627119,0.00116805462630431,1,-0.267426328420507,1,372.37,-0.262508956414051,0.768885528225649,0.769119475785242,42.85478,-78.75503,2.09863897307411e-06,-0.606463693033667,-1.5129704953489,-1.15128913855972,-0.00980459618138953,0.601506811817589,-94.7113272199216,1.71586976413066,1.45958016465217e-06,3.09644018839503,-0.0212887021229281,0,0,4,412
90294,90294,501.27,HONEOYE CR,4229500,HONEOYE CREEK AT HONEOYE FALLS NY,29,4,112268.9,242797.35694824,223.968918945877,484.364428248728,-0.771330286796605,-1.90018839735971,0.0121062096982163,0.0550847457627119,0.00340367361704748,1,-0.77604205455541,1,501.27,-0.771084238822972,0.462397537646729,0.46251132362171,42.95681,-77.58903,-0.0585331395980101,-0.850200334527584,-0.837566362600358,-1.66467428647453,-0.00971286572267274,0.479159970662223,65.5960427314554,0.660790869283592,0.0407091503723136,-2.3853744226575,0,0.212405928587756,0,4,413
91469,91469,6077.05,ST LOUIS R,SL 500,ST LOUIS RIVER AT COUNTY RD 31,30,4,1823973.819,971302.434273126,300.141321693914,159.831239544372,0.6301349303066,1.56989588611262,0.0340643018194058,0.0550847457627119,0.00668574219413279,0.999999999999901,0.64114970420288,1,6077.05,0.63047443836324,1.87786394292831,1.87850160110513,46.86972,-92.60278,-0.131855388039274,-1.57511963422476,-0.152136525036057,-0.281454209295254,-0.0153212103743998,0.870187730835529,207.662511557528,6.19024256118031,0.0738095093462954,2.4304304331593,0.116338556772908,0.212405928587756,0.0078337614171368,4,401
91467,91467,8431.5,ST LOUIS R,LSSL-52-BC15E53,ST LOUIS R BRIDGE ON US2 2 MI SE OF BROOKSTON,31,4,2483704.478,2039265.01417631,294.574450335053,241.862659571407,0.19716173101574,0.483068034674991,0.00126227607652777,0.0550847457627119,2.268695166803e-05,1,0.197286285212622,1,2354.45,0.738993701230584,1.2179410036136,2.09382743802063,46.84944,-92.57583,0,-0.24483967346996,0,0,0,0.00198103546935142,23.6780928068852,0.851674240385321,0.00024229030733226,-0.68867429385178,0,0,-0.00141671121824381,4,401
91465,91465,8732.91,ST LOUIS R,SL 303,ST LOUIS R AT SCANLON HYDO DAM,32,4,2395905.275,2540567.65896525,274.353597483542,290.918795563593,-0.0586263990117466,-0.143550633589456,2.25207942831202e-06,0.0550847457627119,3.56986305805835e-09,1,-0.0586264650275117,1,301.41,0.653586163549289,0.943059031136304,1.92242260392195,46.70969,-92.42009,0,0.0168596766277471,0,0,0,0,-0.0020880152387024,-7.56573012690167e-05,0,0,0,0,0,4,401
65143,65143,8735.62,ST LOUIS R,4024000,ST LOUIS RIVER AT SCANLON MN,33,4,2388795.473,2396474.82298937,273.454600016942,274.333684728659,-0.00320958111317182,-0.00785886377656161,0,0.0550847457627119,0,1,-0.00320958111317182,1,2.71,0.650156507754016,0.996795564086173,1.91584064946827,46.70322,-92.41775,0,0,0,0,0,0,0,0,0,0,0,0,0,4,401
91464,91464,8936.15,ST LOUIS R,SL 261,ST LOUIS RNTHOMSON RESERVIOR,34,4,2350435.229,2426023.62514436,263.025489612417,271.484210218535,-0.0316530339484711,-0.0775045665350993,2.50058710783683e-06,0.0550847457627119,1.15545837520922e-09,1,-0.0316530735241296,1,200.53,0.602371586107681,0.96884267928765,1.82644524025859,46.66417,-92.40486,0,0.0174178776580473,0,0,0,0,0.174349272431651,0.00631738465596289,0,0,0,-7.70787562462374e-06,-2.80870582522563e-07,4,401
91462,91462,9068.09,ST LOUIS R,SL 191,ST LOUIS RIVER AT SH23 BRIDGE,35,4,2473428.741,2378864.12809568,272.761820956784,262.333537503011,0.0389822256381951,0.0954505769770959,2.40314283431949e-06,0.0550847457627119,1.6842028260942e-09,1,0.0389822724782076,1,131.94,0.630216432791515,1.03975200255763,1.87801699974317,46.65882,-92.28416,0,0.0174145351369077,0,0,0,0,-0.0010440076193512,-3.78286506345083e-05,0,0,0,0,0,4,401
91463,91463,9153.58,ST LOUIS R,163001,ST LOUIS RIVER AT OLIVER,36,4,2537362.19,2499932.60166035,277.198887211342,273.109821693846,0.0148612613586074,0.036388745007364,2.43998419757925e-09,0.0550847457627119,2.48529426576043e-13,1,0.0148612613767381,1,85.49,0.635819589605678,1.01497223897748,1.88856935914672,46.65669,-92.20044,0,-0.000554858509160592,0,0,0,0,0,0,0,0,0,0,0,4,401
65146,65146,3487.42,ONTONAGON R,4040000,ONTONAGON RIVER NEAR ROCKLAND MI,37,4,711812.4159,566888.621668647,204.108600598723,162.552437523627,0.227651565900324,0.572093584032638,0.0506421632448871,0.0550847457627119,0.00134299102773913,1,0.233644559122425,1,3487.42,0.227931946149347,1.25564773871235,1.2559998468978,46.7207,-89.20752,0.0109339090497161,-1.83681564180133,-0.122801247288973,-0.00168529375403139,-0.0127010549081439,0.6015187457662,142.068556841311,5.33849266349372,0.0664488465759545,-5.50461568303374,-0.0219936819473439,0.348349730979245,0.0142039062287485,4,402
65685,65685,3777.68,MANISTIQUE R,4057005,MANISTIQUE RIVER AT MANISTIQUE MI,38,4,946083.4383,542537.708528041,250.440333299803,143.616639982222,0.556073174518739,1.38314613574385,0.0309402299328182,0.0550847457627119,0.00469857058553882,0.999999999999991,0.564880603641452,1,3777.68,0.55624006752411,1.74381139491082,1.74410244912209,45.95164,-86.24847,-0.0366611242206317,-1.91151764674849,-0.150325570738543,-0.279768915541222,-0.0153212103743998,0.212472021062246,170.838274807773,4.48053886710307,0.106431126026271,14.7714082429679,0,0.21499577479763,0.0204802402657977,4,406
90585,90585,1215.88,WOLF R,343033,Wolf R at Langlade,39,4,232897.271,218375.856385189,191.546263611541,179.603132204813,0.0643797692732946,0.159607352751013,0.0245256520167502,0.0550847457627119,4.92682509995008e-05,1,0.0651840723389065,1,1215.88,0.064599114366068,1.06649734478521,1.06673130140192,45.18998,-88.73365,0,-1.57455809067332,-0.0971096968633942,-0.740280510016304,-0.0125159261641882,0.212460087113635,171.186973352636,4.09264388349682,0.0586021436107845,14.7715447763331,0.117731630677442,0.134648879286552,0.014203625358166,4,403
90221,90221,1269.81,WOLF R,4075050,WOLF RIVER AT HIGHWAY M NEAR LANGLADE WI,40,4,208323.9507,255150.002284781,164.059151132847,200.935574837796,-0.202757293050528,-0.497417939421448,0.00383130193799435,0.0550847457627119,7.32003274974562e-05,1,-0.203146824924152,1,53.93,-0.14396136409545,0.816476381871565,0.865921203061868,45.12632,-88.6635,0,-0.0583971868285825,-0.150314661375305,-0.283159807793309,-0.0153212103743998,-0.00199296941796197,29.1184165113244,1.04244412553515,0.040224569757649,3.76244994363075,0,0,0,4,403
91425,91425,2109.98,WOLF R,4077100,WOLF RIVER AT KESHENA WI,41,4,404848.0584,421874.095391774,191.872936425938,199.942224756526,-0.0411950850976517,-0.101261816982806,0.00774753316557417,0.0550847457627119,6.15870406585229e-06,1,-0.0413555985335671,1,840.17,-0.114770104934077,0.959641899851748,0.891571088142177,44.88332,-88.63483,-0.0475950332703478,-0.682275414999157,-0.12371217911935,-0.457130854595007,0.00280417232586351,0.26868091901794,71.2075836854681,1.7159075927813,0.0331032781343111,6.19301691015521,-0.0212929235590024,-0.0388785246506022,4.66245166987455e-05,4,403
90621,90621,5834.18,WOLF R,693035,Wolf R at New London,42,4,2847772.822,3146770.85504582,488.118779674264,539.368146859682,-0.0998395788429178,-0.246986619396803,0.0203263223350805,0.0550847457627119,9.73600679407659e-05,1,-0.100869999959328,1,3411.05,-0.109297167038719,0.904982584745127,0.896463978365964,44.3917,-88.74957,-0.0472487578397906,-0.489124488430759,-1.11341506675577,-1.15127898618771,-0.0251252506136153,0.6015187457662,141.895251576499,1.52509987898084,0.0331032781343111,5.50447914966859,-0.0212929235590024,-0.0388708167749775,4.66245166987455e-05,4,403
90592,90592,2884.28,PESHTIGO R,383001,PESHTIGO RIVER AT PESHTIGO WI,43,4,614285.9425,779445.882474828,212.97722221837,270.239325750214,-0.238122736003499,-0.590411748741163,0.0247531503772291,0.0550847457627119,0.000680585283365834,1,-0.241125746880355,1,2884.28,-0.237934862163167,0.788105956182068,0.788254034584238,45.05381,-87.74706,-0.0578321941810033,-1.15342716726271,-0.770691965951186,-0.973906894761908,-0.0252180929566801,0.208486082226322,160.306325943758,3.43813257021856,0.106431126026271,16.1715579026527,0.0957421701661728,0.214980359046381,0.00490652820608665,4,403
65752,65752,6296.47,TITTABABASSEE R,4156100,TITTABAWASSEE RIVER NR MIDLAND MI,44,4,3792583.759,3870845.27888485,602.334920836596,614.764348735856,-0.0204253840799389,-0.0504899939320761,0.0188110765160633,0.0550847457627119,3.75948449296881e-06,1,-0.0206202493815781,1,6296.47,-0.0203061747903881,0.979781801067647,0.979898607122112,43.56864,-84.1936,-0.0373578723596923,-0.665967254359431,-0.344534055102093,-2.12520618569364,-0.0405376355045577,0.212436219216414,170.838274807773,0.673463467246152,-0.15815426832105,6.90435574262305,-0.0219894605112696,0.134664295037801,0.0049070899472517,4,408
91342,91342,1589.76,FLINT R,250098,FLINT R AT CARPENTER RD BR CITY OF FLINT,45,4,775491.5169,873695.88179442,487.804144587862,549.577220331635,-0.119235310090707,-0.293555931673281,0.0108757242270612,0.0550847457627119,7.28862647559845e-05,1,-0.119889032402893,1,1589.76,-0.119004520906136,0.887598915205226,0.887803787075288,43.07639,-83.65417,-0.0479476046178243,-0.665967254359431,-0.371136537358049,-2.24967426656367,-0.0405376355045577,0.753760128190996,160.308413958996,1.0550032375458,-0.0254974058963087,3.80777902086286,0.116338556772908,0,0.0176468178293101,4,408
65173,65173,4845.32,BLACK R,4260500,BLACK RIVER AT WATERTOWN NY,46,4,3387767.888,3559608.79984612,699.183518941989,734.648857009676,-0.0494793867347028,-0.124737556226914,0.0566410721946854,0.0550847457627119,7.18630445171994e-05,1,-0.0509431536099578,1,4845.32,-0.0490368818518903,0.951724776089567,0.952146012142711,43.98543,-75.9251,0.0105855349801858,-1.28874245055396,-0.714759660629766,-0.457120702222995,0.00280417232586351,0.543304944443933,-273.257510281364,3.44444995487452,0.0664488465759545,12.386579953771,0,0,-0.00292667146988511,4,415
90011,90011,1167.38,CONEMAUGH R,3040000,Stonycreek River at Ferndale PA,47,5,728851.6369,882933.978086846,624.348230139286,756.33810591825,-0.191780232420696,-0.473732330482813,0.0174278686778451,0.0550847457627119,0.000306198129858188,1,-0.193473558499795,1,1167.38,-0.191431187620891,0.825488264116062,0.825776446793358,40.28592,-78.92025,-0.0366653214985778,-1.00292012539233,-0.866896185665823,-1.20247739824542,-0.0155057831761814,0.870187730835529,-113.296750859612,0.660828697934226,0.106431126026271,-3.76272301036106,0,0.212421344339006,0.00783319967597176,5,501
90968,90968,489.07,TYGART VALLEY R,3050000,TYGART VALLEY RIVER NEAR DAILEY WV,48,5,238490.9,268505.213628023,487.641646390087,549.01182576732,-0.118539176905223,-0.297631866652303,0.0489841201957235,0.0550847457627119,0.000350980547652292,1,-0.121553655215952,1,489.07,-0.118292175257274,0.888217017381257,0.888436435545495,38.80901,-79.88223,0.021519444029902,-1.63294859245962,0.055015918809425,-0.566299310842594,0.00579291745350867,0.541323908974582,-402.527577717049,0.857953796390649,0.0662036371082929,-1.42267766493568,-0.0439873638946879,0,0,5,502
90020,90020,585.93,DUNKARD CR,3072000,Dunkard Creek at Shannopin PA,49,5,199197.3642,227076.910561138,339.96785315652,387.549554658642,-0.130992660006642,-0.325383074331892,0.028312051417295,0.0550847457627119,0.000237296365259617,1,-0.132887323105929,1,585.93,-0.131004104098439,0.877224213187312,0.877214174210333,39.75916,-79.97028,0,-1.72673639311346,-0.0952932878842609,-0.230255797237541,-0.0154129408331165,0.270661954487291,-141.895251576499,-1.90667747793112,0.0664488465759545,-9.26706562666449,-0.0212929235590024,0,0,5,502
